,link,category,title,information,İşlemci Tipi,Ram (Sistem Belleği),Ekran Kartı Tipi,SSD Kapasitesi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Nesli,Kapasite,İşletim Sistemi,_id
1398,https://www.trendyol.com//apple/macbook-pro-mxk32tuv3-i5-16gb-256gb-ssd-13-silver-8-nesil-1-4ghz-3-9ghz-tboost-dizustu-bilgisayar-p-57243086,Laptop,"Apple Macbook Pro Mxk32tuv3 I5 16gb 256gb Ssd 13"" Silver 8.nesil 1.4ghz 3.9ghz Tboost Dizüstü Bilgisayar T07489 ","15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün Teknoraks tarafından gönderilecektir.body,img,div img {width: 100%} Ürün Bilgileri Marka : APPLE Ürün Kategorisi : Tasinabilir Bilgisayar Ürün Modeli : Apple MacBook Pro MXK32TUV3 i5 16GB 256GB SSD 13"" Silver 8.Nesil 1.4Ghz 3.9Ghz TBoost İşlemci (CPU) : 1.4 GHz 4 çekirdekli 8. nesil Intel Core i5 işlemci, 3.9 GHz’e kadar Turbo Boost Ram : 16 GB 2133 MHz LPDDR3 bellek Ekran Boyutu : 13.3"" Retina ekran 2560 x 1600 çözünürlük Retina Ekran Ekran Kartı : Intel Iris Plus Graphics SSD / Harddisk : 256 GB SSD Üretim Yılı : 2020 Renk : Space Gray Garanti : Apple Türkiye Garantili Kutunun İçindekiler : 13 inç MacBook Pro, 61 W USB-C Güç Adaptörü, USB-C Şarj Kablosu (2 m) Teknoraks Code : T07489 Apple MacBook Pro Intel Core i5 16GB 256GB SSD macOS 13"" Taşınabilir Bilgisayar MXK32TUV3 Uzay GrisiBu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 10 adetten fazla stok sunulmuştur.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",Intel Core i5,16 GB,Dahili,256 GB,Paylaşımsız,8250U,8. Nesil,256 GB,Mac Os,5fa56edc07a5d2c471980d85
1399,https://www.trendyol.com//hometech/alfa-800c-n3350-4gb-64gb-windows-10-14-1-p-46781302,Laptop,"Hometech Alfa 800c N3350 4gb 64gb Windows 10 14.1"" ALFA 800C ",15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün CLEVERTECH tarafından gönderilecektir.Sıfır kutulu 24 ay hometech türkiye garantiliBu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.,Intel Celeron,4 GB,Dahili,Yok,Paylaşımlı,N3350,3. Nesil,64 GB,Windows,5fa56ee007a5d2c471980d86
1400,https://www.trendyol.com//asus/d509dj-br224t-amd-ryzen-5-3500u-8gb-ddr4-256gb-ssd-mx230-2gb-gddr4-ips-15-6-w10-p-57289860,Laptop,"ASUS D509dj-br224t Amd Ryzen 5-3500u 8gb Ddr4 256gb Ssd Mx230 2gb Gddr4 Ips 15,6"" W10 PRA-2386627-0280 ",15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün HIZLIALTEKNOLOJI tarafından gönderilecektir.Bu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten fazla stok sunulmuştur.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.,AMD Ryzen 5,8 GB,Harici,1 TB,2 GB,3500U,Ryzen,Yok,Windows,5fa56ee407a5d2c471980d87
1401,https://www.trendyol.com//hp/250-g7-197p6ea-uma-i3-1005g1-15-6-4gb-1tb-freedos-p-48357483,Laptop,HP 250 G7 197p6ea Uma I3 1005g1 15.6 4gb 1tb Freedos 197P6Ea ,15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün Voltronx tarafından gönderilecektir.Bu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.,Intel Core i3,4 GB,Dahili,Yok,Paylaşımlı,1005G1,10. Nesil,1 TB,Free Dos,5fa56ee807a5d2c471980d88
1402,https://www.trendyol.com//lenovo/v15-ada-amd-a3150u-8-gb-ram-1-tb-hdd-82c7001ntx-p-43681250,Laptop,LENOVO V15-ada Amd A3150u 8 Gb Ram 1 Tb Hdd 82c7001ntx 82C7001NTX ,15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün Nethouse tarafından gönderilecektir.Bu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten fazla stok sunulmuştur.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.,AMD Athlon,8 GB,Dahili,Yok,Paylaşımlı,3150U,Ryzen,1 TB,Free Dos,5fa56eea07a5d2c471980d89
1403,https://www.trendyol.com//hp/15-db1051n-amd-ryzen-5-3500u-2-6-ghz-8-gb-512-ssd-15-6-freedos-tasinabilir-bilgisayar-7dq47ea-p-34440899,Laptop,"HP 15-DB1051N AMD Ryzen 5 3500U 2.6 GHZ 8 GB 512 SSD 15.6"" Freedos Taşınabilir Bilgisayar 7DQ47EA ",15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün Teknorya tarafından gönderilecektir.Bu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 10 adetten fazla stok sunulmuştur.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.,AMD Ryzen 5,8 GB,Dahili,512 GB,Paylaşımlı,3500U,Ryzen,Yok,Free Dos,5fa56eeb07a5d2c471980d8a
1404,https://www.trendyol.com//huawei/matebook-d-14-amd-ryzen-5-3500u-8gb-512gb-ssd-windows-10-home-14-fhd-tasinabilir-bilgisayar-p-40264887,Laptop,"Huawei Matebook D 14 AMD Ryzen 5 3500U 8GB 512GB SSD Windows 10 Home 14"" FHD Taşınabilir Bilgisayar HWMATEBOOKD14 ","15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün Nasa İletişim tarafından gönderilecektir.HUAWEI TÜRKİYE GARANTİLİ0/100 Ethernet BelirtilmemişBellek Hızı 2400 MHzBluetooth Özelliği VarCihaz Ağırlığı 2 kg ve AltıDokunmatik Ekran YokEkran Boyutu 14 inçEkran Kartı Bellek Tipi GDDR4Ekran Kartı Hafızası PaylaşımlıEkran Kartı İşlemcisi AMD RadeonEkran Kartı Tipi Dahili Ekran KartıEkran Kartı AMD Radeon Vega 8Ekran Özelliği Full HDEkran Panel Tipi IPSEMMC Kapasitesi YokHarddisk Kapasitesi 512 GBHDMI Varİşlemci Cache 6 MB Cacheİşlemci Hızı 2,1 GHzİşlemci Nesli Ryzenİşlemci Tipi AMD Ryzen 5İşlemci 3500Uİşletim Sistemi Windows 10 HomeKart Okuyucu YokKlavye Q TürkçeKullanım Amacı Ev Kullanıcıları - Öğrenci, Ofis ve İşMax Ekran Çözünürlüğü 1920 x 1080Optik Sürücü YokPaket İçeriği NotebookParmak İzi Okuyucu VarPil 4 HücreliRam (Sistem Belleği) 8 GBRam Tipi DDR4Renk GriSSD Kapasitesi 512 GBŞarjlı Kullanım Süresi 6 Saat ve ÜstüUsb 2.0 1USB 3.0 1USB 3.1 YokÜrün Modeli NotebookWebcam VarDiğerGaranti Süresi (Ay) 24Bu üründen yalnızca 1 adet sipariş verilebilir. 1 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",AMD Ryzen 5,8 GB,Dahili,512 GB,Paylaşımlı,3500U,Ryzen,512 GB,Windows,5fa56eed07a5d2c471980d8b
1405,"https://www.trendyol.com//hp/notebook-15-da2095nt-intel-core-i3-10110u-8-gb-ddr4-256-gb-ssd-15-6""-1s7z6ea-p-47585636",Laptop,"HP Notebook - 15-da2095nt Intel® Core™ I3-10110u 8 Gb Ddr4 256 Gb Ssd 15,6"" 1s7z6ea 1S7Z6EA ","15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün Techburada tarafından gönderilecektir.Hp notebook - 15-Da2095nt ıntel® core™ i3-10110u 8 gb ddr4 256 gb ssd (15,6"") 1s7z6eaBu butikte indirim kuponları/kodları geçerli değildir.Bu üründen yalnızca 1 adet sipariş verilebilir. 1 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 100 adetten fazla stok sunulmuştur.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",Intel Core i3,8 GB,Dahili,256 GB,Paylaşımlı,10110U,10. Nesil,256 GB,Free Dos,5fa56eef07a5d2c471980d8c
1406,https://www.trendyol.com//dell/inspiron-5401-intel-core-i3-1005g1-4gb-256gb-ssd-ubuntu-14-fhd-tasinabilir-bilgisayar-s05g1f4256n-p-42349246,Laptop,"Dell Inspiron 5401 Intel Core I3 1005g1 4gb 256gb Ssd Ubuntu 14"" Fhd Taşınabilir Bilgisayar S05g1f4256n S05G1F4256N ",15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün Tekramarket tarafından gönderilecektir.Bu butikte indirim kuponları/kodları geçerli değildir.Bu üründen yalnızca 1 adet sipariş verilebilir. 1 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 10 adetten fazla stok sunulmuştur.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.,Intel Core i3,4 GB,Dahili,256 GB,Paylaşımlı,1005G1,10. Nesil,Yok,Ubuntu,5fa56ef007a5d2c471980d8d
1407,https://www.trendyol.com//lenovo/ideapad3-81w100f7tx-amd-3020e-4gb-128ssd-w10-15-6-pc-dizustu-bilgisayar-p-48607490,Laptop,LENOVO Ideapad3 81w100f7tx Amd 3020e 4gb 128ssd W10 15.6'' Pc Dizüstü Bilgisayar 81W100F7TX ,"15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün MARTEK ELEK.ELK.DYN.TKT.MLZ.TİC.LTD.ŞTİ tarafından gönderilecektir.- windows 10'lu modern dizüstü bilgisayar - amd 3020e işlemci - 4 gb ram - 128 gb ssd - 15.6"" hd ekran - 19.9 mm incelik - 1,85 kg hafiflik - dolby audio ses sistemi - windows 10 home 64 işletim sistemi - 2 yıl garantiBu üründen yalnızca 1 adet sipariş verilebilir. 1 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",AMD,4 GB,Dahili,128 GB,Paylaşımlı,3200U,3. Nesil,128 GB,Windows,5fa56ef207a5d2c471980d8e
1408,https://www.trendyol.com//dell/inspiron-5401-s35g1f82n-i5-1035g1-8gb-256gb-ssd-2gb-mx330-14-linux-dizustu-bilgisayar-p-43798518,Laptop,Dell Inspiron 5401 S35G1F82N i5-1035G1 8GB 256GB SSD 2GB MX330 14 Linux Dizüstü Bilgisayar NTBDEL5401S35G1F ,15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün Tekramarket tarafından gönderilecektir.Maksimum çözünürlük :1920*1080 ekran boyutu :14 ethernet :Yok portlar :1 x kulaklık çıkışı portlar :1 x hdmı portlar :1x usb type-C portlar :2 x usb 3.1 sistem belleği :8 gb bellek(ram) yuva sayısı :2 adet kullanılan bellek(ram) :1 adet video chipset :Nvidia maksimum bellek :32 gb wireless :802.11b/g/n/ac bluetooth :Var garanti süresi :24 ay grafik işlemci hafızası :2 gb paylaşımsız disk aralığı :201 gb - 300 gb disk kapasitesi :256 gb işlemci aralığı :1 ghz - 1.5 ghz işlemci markası :Intel ekran kartı :Paylaşımsız işlemci hızı :1 ghz cpu cache bellek :6 mb işlemci tipi :Intel core i5 mobile işletim sistemi :Freedos desteklediği kartlar :1 x micro sd web kamerası :Var parmak okuyucu :Var disk tipi :SsdBu üründen yalnızca 1 adet sipariş verilebilir. 1 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.,Intel Core i5,8 GB,Harici,256 GB,2 GB,1035G1,10. Nesil,Yok,Linux,5fa56ef307a5d2c471980d8f
1409,https://www.trendyol.com//lenovo/v15-ada-amd-3020e-8gb-1tb-freedos-15-6-fhd-tasinabilir-bilgisayar-82c7008gtx1-p-56872984,Laptop,"LENOVO V15-ada Amd 3020e 8gb 1tb Freedos 15.6"" Fhd Taşınabilir Bilgisayar 82c7008gtx1 82C7008GTX1 ","15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün BT Teknoloji tarafından gönderilecektir.Lenovo V15-ADA AMD 3020E 8GB 1TB FREEDOS 15.6"" FHD Taşınabilir Bilgisayar 82C7008GTX1Bu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 100 adetten fazla stok sunulmuştur.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",AMD,8 GB,Dahili,1 TB,Paylaşımlı,3250U,3. Nesil,1 TB,Free Dos,5fa56ef407a5d2c471980d90
1410,https://www.trendyol.com//apple/macbook-air-intel-core-i5-8gb-512gb-ssd-macos-13-3-tasinabilir-bilgisayar-mvh52tu-a-altin-p-40636772,Laptop,"Apple MacBook Air Intel Core i5 8GB 512GB SSD macOS 13.3"" Taşınabilir Bilgisayar MVH52TU/A Altın T06094 ","15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün NÖTRON ELEKTRONİK tarafından gönderilecektir.Bellek Hızı 3733 MHzBluetooth Özelliği VarCihaz Ağırlığı 2 kg ve AltıDokunmatik Ekran YokEkran Boyutu 13,3 inçEkran Kartı Bellek Tipi OnboardEkran Kartı Hafızası PaylaşımlıEkran Kartı Tipi Dahili Ekran KartıEkran Kartı Intel Irıs GraphicsEkran Panel Tipi IPSEMMC Kapasitesi YokHarddisk Kapasitesi YokHDMI Yokİşlemci Cache 6 MB L3 Cacheİşlemci Hızı 1,1 GHzİşlemci Nesli Yokİşlemci Tipi Intel Core i5İşlemci Belirtilmemişİşletim Sistemi macOSKart Okuyucu YokKlavye Q TürkçeMax Ekran Çözünürlüğü 2560 x 1600Optik Sürücü YokParmak İzi Okuyucu VarRam (Sistem Belleği) 8 GBRam Tipi DDR4Renk AltınSSD Kapasitesi 512 GBÜrün Modeli NotebookWebcam VarDiğerGaranti Süresi (Ay) 24Bu butikte indirim kuponları/kodları geçerli değildir.Bu üründen yalnızca 1 adet sipariş verilebilir. 1 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",Intel Core i5,8 GB,Dahili,512 GB,Paylaşımlı,10210U,10. Nesil,512 GB,Mac Os,5fa56ef607a5d2c471980d91
1411,https://www.trendyol.com//i-life-digital/i-life-zedair-celeron-n3350-4gb-128ssd-14-1-fhd-windows-10-p-51445968,Bilgisayar,"I-LIFE DIGITAL I-life Zedair Celeron N3350 4gb 128ssd 14.1"" Fhd Windows 10 IL.1401.4128GB.GWAES ",15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün el bera pc tarafından gönderilecektir.series and Family ZedAir Operating System Windows 10 Processor CPU Intel® Celeron N3350 CPU Internal Clock Rate 1.1GHz – 2.4GHz CPU Core Quantity Dual Core External Color* Silver Thickness 18 mm GPU Intel®HD 500 Display Size 14 Inch Display Resolution 1920*1080 FHD Dimension 332.6*223.5*21.5mm weight 1.36 kg Storage 128 GB Installed RAM 4 GB Flash Card Up to 128 GB Front Camera 0.3 MP Interface External Memory NA Interface Wi-Fi WLAN 802.11 b/g/n Interface Bluetooth Bluetooth 4.0 Interface USB 3x USB Port Interface HDMI Mini HDMI *1 Interface Audio 3.5 mm standard headphone jack Battery Technology Lithium rechargeable Battery Current Capacity 5000 mAhBu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.,Intel Celeron,4 GB,Dahili,128 GB,Paylaşımlı,N3350,3. Nesil,Yok,Windows,5fa56ef707a5d2c471980d92
1412,https://www.trendyol.com//apple/macbook-pro-intel-core-i7-9750h-16gb-512gb-ssd-radeon-pro-5300m-macos-16-silver-mvvl2tu-a-p-33291957,Laptop,"Apple MacBook Pro Intel Core i7 9750H 16GB 512GB SSD Radeon Pro 5300M macOS 16"" Silver MVVL2TU/A T05397 ","15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün PivotExpert tarafından gönderilecektir.Bellek Hızı 2666 MHzBluetooth ÖzelliğiVarCihaz Ağırlığı2 - 4 kgDokunmatik EkranYokEkran Boyutu16 inçEkran Kartı Bellek Tipi GDDR6Ekran Kartı Hafızası4 GBEkran Kartı TipiYüksek Seviye Harici Ekran KartıEkran Kartı AMD Radeon Pro 5300MEkran Panel TipiIPSEMMC KapasitesiYokHarddisk KapasitesiYokHDMIVarİşlemci Cache12 MB Cacheİşlemci Hızı2,6 GHzİşlemci Nesli9.Nesilİşlemci TipiIntel Core i7İşlemci9750Hİşletim SistemimacOSKart OkuyucuVarKlavyeQ TürkçeMax Ekran Çözünürlüğü 3072 x 1920Optik SürücüYokParmak İzi OkuyucuYokRam (Sistem Belleği)16 GBRam TipiDDR4RenkGümüşSSD Kapasitesi 512 GBÜrün ModeliNotebookWebcamVarGaranti Süresi (Ay)24Bu üründen yalnızca 1 adet sipariş verilebilir. 1 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",Intel Core i7,16 GB,Yüksek Seviye Harici Ekran Kartı,512 GB,4 GB,9750H,9. Nesil,Yok,Mac Os,5fa56ef907a5d2c471980d93
1413,https://www.trendyol.com//casper/nirvana-c350-4000-4c00e-14-intel-core-celeron-n4000-4gb-ram-120gb-ssd-w10-home-p-35664279,Laptop,Casper Nirvana C350.4000-4C00E 14'' Intel Core Celeron N4000 4GB RAM 120GB SSD W10 Home ,"15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün ASLAN TELEKOM tarafından gönderilecektir.Bellek Hızı 1866 MHzBluetooth Özelliği VarCihaz Ağırlığı 2 kg ve AltıDokunmatik Ekran YokEkran Boyutu 14 inçEkran Kartı Bellek Tipi OnboardEkran Kartı Hafızası PaylaşımlıEkran Kartı Tipi Dahili Ekran KartıEkran Kartı Intel UHD Graphics 600Ekran Panel Tipi TNEMMC Kapasitesi YokHarddisk Kapasitesi YokHDMI Varİşlemci Cache 4 MB Cacheİşlemci Hızı 1,10 GHzİşlemci Nesli 4.Nesilİşlemci Tipi Intel Celeronİşlemci N4000İşletim Sistemi Windows 10 Home ValueKart Okuyucu VarKlavye Q Klavye, Q TürkçeMax Ekran Çözünürlüğü 1366 x 768Optik Sürücü YokParmak İzi Okuyucu YokRam (Sistem Belleği) 4 GBRam Tipi DDR4Renk Gri, GümüşSSD Kapasitesi 120 GBÜrün Modeli NotebookWebcam VarBu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",Intel Celeron,4 GB,Dahili,120 GB,Paylaşımlı,N4000,4. Nesil,Yok,Windows,5fa56efb07a5d2c471980d94
1414,https://www.trendyol.com//apple/macbook-air-intel-core-i5-5350u-8gb-128gb-ssd-macos-sierra-13-3-tasinabilir-bilgisayar-mqd32tu-a-p-2166330,Laptop,"Apple MacBook Air Intel Core i5 5350U 8GB 128GB SSD MacOS Sierra 13.3"" Taşınabilir Bilgisayar MQD32TU/A ","15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün KanyonTeknoloji tarafından gönderilecektir.10/100 Ethernet YokBellek Hızı 1600 MHzBluetooth Özelliği VarBoyutlar 325 x 227 x 17 mmCihaz Ağırlığı 2 kg ve AltıDokunmatik Ekran YokEkran Boyutu  13,3 inçEkran Kartı Bellek Tipi OnboardEkran Kartı Hafızası  PaylaşımlıEkran Kartı İşlemcisi Intel HD GraphicsEkran Kartı Tipi  Dahili Ekran KartıEkran Kartı  Intel HD GraphicsEkran Özelliği  HDEMMC Kapasitesi YokHarddisk Kapasitesi YokHDD Hızı  YokHDMI  Yokİşlemci Cache 3 MB Cacheİşlemci Hızı 1,8 GHzİşlemci Nesli 5.Nesilİşlemci Tipi Intel Core i5İşlemci 5350Uİşletim Sistemi  macOSKart Okuyucu VarKlavye  AydınlatmalıKullanım Amacı  Ev Kullanıcıları - Öğrenci, Ofis ve İşMax Ekran Çözünürlüğü 1600 x 900Optik Sürücü YokPaket İçeriği NotebookParmak İzi Okuyucu  YokRam (Sistem Belleği)  8 GBRam Tipi  DDR3Renk  GümüşSSD Kapasitesi  128 GBŞarjlı Kullanım Süresi 6 Saat ve ÜstüUSB 3.0 2USB 3.1 YokÜrün Modeli NotebookWebcam VarGaranti Süresi 24 AyBu üründen yalnızca 1 adet sipariş verilebilir. 1 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten fazla stok sunulmuştur.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",Intel Core i5,8 GB,Dahili,128 GB,,5350U,5. Nesil,,Mac Os,5fa56efd07a5d2c471980d95
1415,https://www.trendyol.com//dell/latitude-5500-i5-8365u-8g-256g-ssd-wi-fi-15-6-windows-10-home-p-51495028,Laptop,Dell Latıtude 5500 I5-8365u 8g 256g Ssd Wi-fi 15.6 Windows 10 Home N017L550015EAEMEA_WW ,15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün OS Bilişim tarafından gönderilecektir.Distribütör garantili sıfır ürün.Bu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten fazla stok sunulmuştur.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.,Intel Core i5,8 GB,Dahili,256 GB,Paylaşımlı,8365U,8. Nesil,8 GB,Windows,5fa56efe07a5d2c471980d96
1416,https://www.trendyol.com//hp/15-da2088nt-1s7y9ea-intel-core-i5-10210u-8gb-512-ssd-mx130-15-6-fhd-freedos-p-52199778,Laptop,"HP 15-DA2088NT 1S7Y9EA Intel Core I5 10210U 8GB 512 SSD MX130 15.6"" FHD Freedos ",15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün TrendShop tarafından gönderilecektir.Bu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.,Intel Core i5,8 GB,Harici,512 GB,2 GB,10210U,10. Nesil,512 GB,Free Dos,5fa56f0007a5d2c471980d97
1417,https://www.trendyol.com//huawei/matebook-d-15-amd-ryzen-5-3500u-8gb-256gb-ssd-windows-10-home-15-6-fhd-tasinabilir-bilgisayar-p-40264888,Laptop,"Huawei Matebook D 15 AMD Ryzen 5 3500U 8GB 256GB SSD Windows 10 Home 15.6"" FHD Taşınabilir Bilgisayar HWMATEBOOKD15 ","15 gün içinde ücretsiz iade.Detaylı bilgi için tıklayınBu ürün KimSatar tarafından gönderilecektir.10/100 Ethernet VarBellek Hızı 2400 MHzBellek Yuvası YokBluetooth Özelliği VarCihaz Ağırlığı 2 kg ve AltıDokunmatik Ekran YokEkran Boyutu 15,6 inçEkran Kartı Bellek Tipi OnboardEkran Kartı Hafızası PaylaşımlıEkran Kartı İşlemcisi AMD RadeonEkran Kartı Tipi Dahili Ekran KartıEkran Kartı AMD Radeon Vega 8Ekran Özelliği Full HDEkran Panel Tipi IPSEMMC Kapasitesi YokGaranti Tipi Resmi Distribütör GarantiliHarddisk Kapasitesi YokHDD Hızı YokHDMI Varİşlemci Cache 3 MB L3 Cacheİşlemci Hızı 2,1 GHzİşlemci Nesli Ryzenİşlemci Tipi AMD Ryzen 5İşlemci 3500Uİşletim Sistemi Windows 10 HomeKart Okuyucu YokKlavye Q İngilizce, Q KlavyeKullanım Amacı Ev Kullanıcıları - Öğrenci, Ofis ve İşMax Ekran Çözünürlüğü 1920 x 1080Optik Sürücü YokPaket İçeriği NotebookParmak İzi Okuyucu VarPil 3 HücreliRam (Sistem Belleği) 8 GBRam Tipi DDR4Renk Gri, GriSSD Kapasitesi 256 GBŞarjlı Kullanım Süresi 6 Saat ve ÜstüUsb 2.0 2USB 3.0 1USB 3.1 YokÜrün Modeli NotebookWebcam VarDiğerGaranti Süresi (Ay) 24Bu üründen yalnızca 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",AMD Ryzen 5,8 GB,Dahili,250 GB,Paylaşımlı,3500U,Ryzen,256 GB,Windows,5fa56f0107a5d2c471980d98
